2024-01-09 10:31:34 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-01-09 10:31:34 0 [Note] InnoDB: Uses event mutexes
2024-01-09 10:31:34 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2024-01-09 10:31:34 0 [Note] InnoDB: Number of pools: 1
2024-01-09 10:31:34 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-01-09 10:31:34 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-01-09 10:31:34 0 [Note] InnoDB: Completed initialization of buffer pool
2024-01-09 10:31:35 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2024-01-09 10:31:35 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 312992.
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 303582
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=362] with future log sequence number 303318
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=224] with future log sequence number 303274
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 303274
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=223] with future log sequence number 303230
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 303230
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=222] with future log sequence number 303186
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 303186
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 303142
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 303142
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 303082
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 303082
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 303038
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 303038
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 302994
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 302994
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 302950
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 302950
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 302906
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 302906
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 302862
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 302862
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 302818
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 302818
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 302774
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 302774
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 302730
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 302730
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 302686
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 302686
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 302642
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 302642
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 302582
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 302582
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 302538
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 302538
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 302494
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 302494
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 302450
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 302450
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 587637
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 587637
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 648365
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=316] with future log sequence number 648365
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 647399
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=318] with future log sequence number 647399
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=53] with future log sequence number 646751
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 646751
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=282] with future log sequence number 645613
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=413] with future log sequence number 645613
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=281] with future log sequence number 645569
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=412] with future log sequence number 645569
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=280] with future log sequence number 645525
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=411] with future log sequence number 645525
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=51] with future log sequence number 645253
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=315] with future log sequence number 645253
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 644077
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=314] with future log sequence number 644077
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 645481
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=313] with future log sequence number 645481
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=48] with future log sequence number 645442
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=312] with future log sequence number 645442
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=47] with future log sequence number 645403
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=311] with future log sequence number 645403
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=46] with future log sequence number 645364
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=309] with future log sequence number 645364
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 646305
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=428] with future log sequence number 646305
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 646261
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=427] with future log sequence number 646261
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=41, page number=3] with future log sequence number 640408
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=41, page number=2] with future log sequence number 638421
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=298] with future log sequence number 646217
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=426] with future log sequence number 646217
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=41, page number=1] with future log sequence number 636782
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 646069
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=425] with future log sequence number 646069
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 646173
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 304552
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=9, page number=3] with future log sequence number 304572
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 304552
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 304312
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 304312
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 304268
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 304268
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 304224
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 304224
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 304180
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 304180
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=196] with future log sequence number 304120
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 304120
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=195] with future log sequence number 304076
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=332] with future log sequence number 304076
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 304032
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 304032
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 303988
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 303988
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 306275
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 308546
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 308626
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 308546
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 310957
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 311037
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 310957
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 312904
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=3] with future log sequence number 312924
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 312904
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 637931 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 648432 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 300686 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 300686 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 300725 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 300725 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 645364 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 645364 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 645403 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 645403 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 645442 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 645442 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 645481 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 645481 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 303793 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 303793 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 303832 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 303832 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 303871 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 303871 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 303910 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 303910 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 303949 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 303949 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 301404 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 301404 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 303988 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 303988 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 301482 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 301482 is in the future! Current system log sequence number 300306.
2024-01-09 10:31:35 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
